S/N,HS Code,HS Description,HS Qty Unit,Competent Authorities - Controlling by HS Code,,,CA Product Code,CA Product Description,CA Product Qty Unit,Competent Authorities - Controlling by Product Code,,,Duty Rates,
532,02044100,CARCASSES & HALF CARCASSES OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF000,MUTTON  CARCASS BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
533,02044100,CARCASSES & HALF CARCASSES OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF001,MUTTON SIDE/SADDLE BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
534,02044100,CARCASSES & HALF CARCASSES OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF010,MUTTON CARCASS BONELESS FROZEN,TNE,MEA,MEA,-,-,-
535,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF002,MUTTON FOREQUARTER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
536,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF003,MUTTON LEG/HINDQUARTER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
537,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF004,MUTTON SHOULDER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
538,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF006,MUTTON RIB BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
539,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF007,MUTTON NECK BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
540,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF008,MUTTON BREAST/FLAP BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
541,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF009,MUTTON SHANK/SHIN BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
542,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF00L,MUTTON LOIN/RACK BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
543,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF00Z,MUTTON BONE-IN OTHERS FROZEN,TNE,MEA,MEA,-,-,-
544,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF042,LAMB FOREQUARTER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
545,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF043,LAMB LEG/HINDQUARTER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
546,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF044,LAMB SHOULDER BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
547,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF046,LAMB RIB BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
548,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF047,LAMB NECK BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
549,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF048,LAMB BREAST/FLAP BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
550,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF049,LAMB SHANK/SHIN BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
551,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF04L,LAMB LOIN/RACK BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
552,02044200,OTHER CUTS OF MEAT OF SHEEP WITH BONE IN FROZEN (TNE),TNE,MEA,MEA,-,MMF04Z,LAMB CUTS BONE-IN OTHERS FROZEN,TNE,MEA,MEA,-,-,-
553,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF011,MUTTON SIDE/SADDLE BONELESS FROZEN,TNE,MEA,MEA,-,-,-
554,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF013,MUTTON LEG/HINDQUARTER BONELESS FROZEN,TNE,MEA,MEA,-,-,-
555,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF014,MUTTON SHOULDER BONELESS FROZEN,TNE,MEA,MEA,-,-,-
556,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF019,MUTTON SHANK/SHIN BONELESS FROZEN,TNE,MEA,MEA,-,-,-
557,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF01A,MUTTON BACKSTRAP BONELESS FROZEN,TNE,MEA,MEA,-,-,-
558,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF01Z,MUTTON BONELESS OTHERS FROZEN,TNE,MEA,MEA,-,-,-
559,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF021,MUTTON TENDERLOIN/FILLET BONELESS FROZEN,TNE,MEA,MEA,-,-,-
560,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF028,MUTTON RIB EYE BONELESS FROZEN,TNE,MEA,MEA,-,-,-
561,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF032,MUTTON TRIMMING FROZEN,TNE,MEA,MEA,-,-,-
562,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF034,MUTTON MINCED FROZEN,TNE,MEA,MEA,-,-,-
563,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF036,MUTTON TRUNK BONELESS FROZEN,TNE,MEA,MEA,-,-,-
564,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF052,LAMB FOREQUARTER BONELESS FROZEN,TNE,MEA,MEA,-,-,-
565,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF053,LAMB LEG/HINDQUARTER BONELESS FROZEN,TNE,MEA,MEA,-,-,-
566,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF054,LAMB SHOULDER BONELESS FROZEN,TNE,MEA,MEA,-,-,-
567,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF059,LAMB SHANK/SHIN BONELESS FROZEN,TNE,MEA,MEA,-,-,-
568,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF05A,LAMB BACKSTRAP BONELESS FROZEN,TNE,MEA,MEA,-,-,-
569,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF05L,LAMB LOIN/RACK BONELESS FROZEN,TNE,MEA,MEA,-,-,-
570,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF061,LAMB TENDERLOIN/FILLET BONELESS FROZEN,TNE,MEA,MEA,-,-,-
571,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF068,LAMB RIB EYE BONELESS FROZEN,TNE,MEA,MEA,-,-,-
572,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF06Z,LAMB CUTS BONELESS OTHERS FROZEN,TNE,MEA,MEA,-,-,-
573,02044300,BONELESS MEAT OF SHEEP FROZEN (TNE),TNE,MEA,MEA,-,MMF0ZX,MUTTON MECHANICALLY DEBONED FROZEN,TNE,MEA,MEA,-,-,-
574,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMC020,GOAT  CARCASS BONE-IN CHILLED,TNE,MEA,MEA,-,-,-
575,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMC02Z,GOAT MEAT CUT BONE-IN CHILLED,TNE,MEA,MEA,-,-,-
576,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMC03Z,GOAT MEAT CUT BONELESS CHILLED,TNE,MEA,MEA,-,-,-
577,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMF020,GOAT  CARCASS BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
578,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMF02Z,GOAT MEAT CUT BONE-IN FROZEN,TNE,MEA,MEA,-,-,-
579,02045000,MEAT OF GOATS FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MMF03Z,GOAT MEAT CUT BONELESS FROZEN,TNE,MEA,MEA,-,-,-
580,02050000,MEAT OF HORSES ASSES MULES OR HINNIES FRESH CHILLED OR FROZEN (TNE),TNE,MEA,MEA,-,MVF0HR,HORSE MEAT FROZEN,TNE,MEA,MEA,-,-,-
581,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC071,BEEF LIVER CHILLED,TNE,MEA,MEA,-,-,-
582,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC073,BEEF KIDNEY CHILLED,TNE,MEA,MEA,-,-,-
583,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC074,BEEF HEART CHILLED,TNE,MEA,MEA,-,-,-
584,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC075,BEEF SPLEEN CHILLED,TNE,MEA,MEA,-,-,-
585,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC077,BEEF BRAIN CHILLED,TNE,MEA,MEA,-,-,-
586,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC078,BEEF SWEETBREAD CHILLED,TNE,MEA,MEA,-,-,-
587,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC079,BEEF LUNG CHILLED,TNE,MEA,MEA,-,-,-
588,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC080,BEEF FEET CHILLED,TNE,MEA,MEA,-,-,-
589,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC081,BEEF TONGUE CHILLED,TNE,MEA,MEA,-,-,-
590,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC082,BEEF CHEEK CHILLED,TNE,MEA,MEA,-,-,-
591,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC083,BEEF TAIL CHILLED,TNE,MEA,MEA,-,-,-
592,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC084,BEEF TENDON/SINEW CHILLED,TNE,MEA,MEA,-,-,-
593,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC087,BEEF PIZZLE CHILLED,TNE,MEA,MEA,-,-,-
594,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC088,BEEF BONE CHILLED,TNE,MEA,MEA,-,-,-
595,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC090,BEEF HEAD CHILLED,TNE,MEA,MEA,-,-,-
596,02061000,EDIBLE OFFAL OF BOVINE ANIMALS FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MBC09Z,BEEF OFFAL OTHERS CHILLED,TNE,MEA,MEA,-,-,-
597,02062100,TONGUES OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF081,BEEF TONGUE FROZEN,TNE,MEA,MEA,-,-,-
598,02062200,LIVERS OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF071,BEEF LIVER FROZEN,TNE,MEA,MEA,-,-,-
599,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF073,BEEF KIDNEY FROZEN,TNE,MEA,MEA,-,-,-
600,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF074,BEEF HEART FROZEN,TNE,MEA,MEA,-,-,-
601,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF075,BEEF SPLEEN FROZEN,TNE,MEA,MEA,-,-,-
602,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF077,BEEF BRAIN FROZEN,TNE,MEA,MEA,-,-,-
603,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF078,BEEF SWEETBREAD FROZEN,TNE,MEA,MEA,-,-,-
604,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF079,BEEF LUNG FROZEN,TNE,MEA,MEA,-,-,-
605,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF080,BEEF FEET FROZEN,TNE,MEA,MEA,-,-,-
606,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF082,BEEF CHEEK FROZEN,TNE,MEA,MEA,-,-,-
607,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF083,BEEF TAIL FROZEN,TNE,MEA,MEA,-,-,-
608,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF084,BEEF TENDON/SINEW FROZEN,TNE,MEA,MEA,-,-,-
609,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF087,BEEF PIZZLE FROZEN,TNE,MEA,MEA,-,-,-
610,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF088,BEEF BONE FROZEN,TNE,MEA,MEA,-,-,-
611,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF090,BEEF HEAD FROZEN,TNE,MEA,MEA,-,-,-
612,02062900,OTHER EDIBLE OFFAL OF BOVINE ANIMALS FROZEN (TNE),TNE,MEA,MEA,-,MBF09Z,BEEF OFFAL OTHERS FROZEN,TNE,MEA,MEA,-,-,-
613,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC071,PORK LIVER CHILLED,TNE,MEA,MEA,-,-,-
614,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC073,PORK KIDNEY CHILLED,TNE,MEA,MEA,-,-,-
615,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC074,PORK HEART CHILLED,TNE,MEA,MEA,-,-,-
616,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC075,PORK SPLEEN CHILLED,TNE,MEA,MEA,-,-,-
617,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC077,PORK BRAIN CHILLED,TNE,MEA,MEA,-,-,-
618,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC080,PORK TROTTER CHILLED,TNE,MEA,MEA,-,-,-
619,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC081,PORK TONGUE CHILLED,TNE,MEA,MEA,-,-,-
620,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC082,PORK CHAP/JOWL CHILLED,TNE,MEA,MEA,-,-,-
621,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC083,PORK TAIL CHILLED,TNE,MEA,MEA,-,-,-
622,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC084,PORK TENDON/SINEW CHILLED,TNE,MEA,MEA,-,-,-
623,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC085,PORK SKIN CHILLED,TNE,MEA,MEA,-,-,-
624,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC088,PORK BONE CHILLED,TNE,MEA,MEA,-,-,-
625,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC089,PORK UTERUS CHILLED,TNE,MEA,MEA,-,-,-
626,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC090,PORK HEAD CHILLED,TNE,MEA,MEA,-,-,-
627,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC092,PORK EAR CHILLED,TNE,MEA,MEA,-,-,-
628,02063000,EDIBLE OFFAL OF SWINE FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MPC09Z,PORK OFFAL OTHERS CHILLED,TNE,MEA,MEA,-,-,-
629,02064100,LIVERS OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF071,PORK LIVER FROZEN,TNE,MEA,MEA,-,-,-
630,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF073,PORK KIDNEY FROZEN,TNE,MEA,MEA,-,-,-
631,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF074,PORK HEART FROZEN,TNE,MEA,MEA,-,-,-
632,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF075,PORK SPLEEN FROZEN,TNE,MEA,MEA,-,-,-
633,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF077,PORK BRAIN FROZEN,TNE,MEA,MEA,-,-,-
634,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF079,PORK LUNG FROZEN,TNE,MEA,MEA,-,-,-
635,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF080,PORK TROTTER FROZEN,TNE,MEA,MEA,-,-,-
636,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF081,PORK TONGUE FROZEN,TNE,MEA,MEA,-,-,-
637,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF082,PORK CHAP/JOWL FROZEN,TNE,MEA,MEA,-,-,-
638,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF083,PORK TAIL FROZEN,TNE,MEA,MEA,-,-,-
639,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF084,PORK TENDON/SINEW FROZEN,TNE,MEA,MEA,-,-,-
640,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF085,PORK SKIN FROZEN,TNE,MEA,MEA,-,-,-
641,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF088,PORK BONE FROZEN,TNE,MEA,MEA,-,-,-
642,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF089,PORK UTERUS FROZEN,TNE,MEA,MEA,-,-,-
643,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF090,PORK HEAD FROZEN,TNE,MEA,MEA,-,-,-
644,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF092,PORK EAR FROZEN,TNE,MEA,MEA,-,-,-
645,02064900,OTHER EDIBLE OFFAL OF SWINE FROZEN (TNE),TNE,MEA,MEA,-,MPF09Z,PORK OFFAL OTHERS FROZEN,TNE,MEA,MEA,-,-,-
646,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC071,MUTTON LIVER CHILLED,TNE,MEA,MEA,-,-,-
647,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC073,MUTTON KIDNEY CHILLED,TNE,MEA,MEA,-,-,-
648,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC074,MUTTON HEART CHILLED,TNE,MEA,MEA,-,-,-
649,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC077,MUTTON BRAIN CHILLED,TNE,MEA,MEA,-,-,-
650,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC078,MUTTON SWEETBREAD CHILLED,TNE,MEA,MEA,-,-,-
651,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC079,MUTTON LUNG CHILLED,TNE,MEA,MEA,-,-,-
652,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC080,MUTTON FEET CHILLED,TNE,MEA,MEA,-,-,-
653,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC081,MUTTON TONGUE CHILLED,TNE,MEA,MEA,-,-,-
654,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC087,MUTTON PIZZLE CHILLED,TNE,MEA,MEA,-,-,-
655,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC088,MUTTON BONE CHILLED,TNE,MEA,MEA,-,-,-
656,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC091,MUTTON PLUCK CHILLED,TNE,MEA,MEA,-,-,-
657,02068000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FRESH OR CHILLED (TNE),TNE,MEA,MEA,-,MMC09Z,MUTTON OFFAL OTHERS CHILLED,TNE,MEA,MEA,-,-,-
658,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF071,MUTTON LIVER FROZEN,TNE,MEA,MEA,-,-,-
659,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF073,MUTTON KIDNEY FROZEN,TNE,MEA,MEA,-,-,-
660,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF074,MUTTON HEART FROZEN,TNE,MEA,MEA,-,-,-
661,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF075,MUTTON SPLEEN FROZEN,TNE,MEA,MEA,-,-,-
662,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF077,MUTTON BRAIN FROZEN,TNE,MEA,MEA,-,-,-
663,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF078,MUTTON SWEETBREAD FROZEN,TNE,MEA,MEA,-,-,-
664,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF079,MUTTON LUNG FROZEN,TNE,MEA,MEA,-,-,-
665,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF080,MUTTON FEET FROZEN,TNE,MEA,MEA,-,-,-
666,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF081,MUTTON TONGUE FROZEN,TNE,MEA,MEA,-,-,-
667,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF084,MUTTON TENDON/SINEW FROZEN,TNE,MEA,MEA,-,-,-
668,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF087,MUTTON PIZZLE FROZEN,TNE,MEA,MEA,-,-,-
669,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF088,MUTTON BONE FROZEN,TNE,MEA,MEA,-,-,-
670,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF091,MUTTON PLUCK FROZEN,TNE,MEA,MEA,-,-,-
671,02069000,EDIBLE OFFAL OF SHEEP GOATS HORSES ASSES MULES OR HINNIES FROZEN (TNE),TNE,MEA,MEA,-,MMF09Z,MUTTON OFFAL OTHERS FROZEN,TNE,MEA,MEA,-,-,-
